Ders Adı,Sınıf,Kazanım Kodu,Ünite/Konu/Kazanım/Alt Kazanım
Matematik,7,7.4.1.1.2,Yanlış yorumlamalara yol açan çizgi grafikleri de incelenir
Matematik,7,7.4.1.2,"Bir veri grubuna ait ortalama, ortanca ve tepe değeri bulur ve yorumlar."
Matematik,7,7.4.1.2.1,Belli bir veri grubu için bu değerlerden hangisinin daha kullanışlı olduğunu anlamaya yönelik çalışmalara yer verilir. Bu doğrultuda gerektiğinde bilgi ve iletişim teknolojilerine yer verilir.
Matematik,7,7.4.1.3,Bir veri grubuna ilişkin daire grafiğini oluşturur ve yorumlar.
Matematik,7,7.4.1.3.1,Daire grafiği oluşturulurken gerektiğinde etkileşimli bilgi ve iletişim teknolojilerinden yararlanılır.
Matematik,7,7.4.1.4,"Verileri sütun, daire veya çizgi grafiği ile gösterir ve bu gösterimler arasında uygun olan dönüşümleri yapar."
Matematik,8,8.1,SAYILAR VE İŞLEMLER
Matematik,8,8.1.1,Çarpanlar ve Katlar
Matematik,8,8.1.1.1,"Verilen pozitif tam sayıların pozitif tam sayı çarpanlarını bulur, pozitif tam sayıların pozitif tam sayı çarpanlarını üslü ifadelerin çarpımı şeklinde yazar."
Matematik,8,8.1.1.2,"İki doğal sayının en büyük ortak bölenini (EBOB) ve en küçük ortak katını (EKOK) hesaplar, ilgili problemleri çözer."
Matematik,8,8.1.1.3,Verilen iki doğal sayının aralarında asal olup olmadığını belirler.
Matematik,8,8.1.2,Üslü İfadeler
Matematik,8,8.1.2.1,"Tam sayıların, tam sayı kuvvetlerini hesaplar."
Matematik,8,8.1.2.2,"Üslü ifadelerle ilgili temel kuralları anlar, birbirine denk ifadeler oluşturur."
Matematik,8,8.1.2.3,Sayıların ondalık gösterimlerini 10'un tam sayı kuvvetlerini kullanarak çözümler.
Matematik,8,8.1.2.4,Verilen bir sayıyı 10'un farklı tam sayı kuvvetlerini kullanarak ifade eder.
Matematik,8,8.1.2.5,Çok büyük ve çok küçük sayıları bilimsel gösterimle ifade eder ve karşılaştırır.
Matematik,8,8.1.3,Kareköklü İfadeler
Matematik,8,8.1.3.1,Tam kare pozitif tam sayılarla bu sayıların karekökleri arasındaki ilişkiyi belirler.
Matematik,8,8.1.3.2,Tam kare olmayan kareköklü bir sayının hangi iki doğal sayı arasında olduğunu belirler.
Matematik,8,8.1.3.3,Kareköklü bir ifadeyi a kök b şeklinde yazar ve a kök b şeklindeki ifadede katsayıyı kök içine alır.
Matematik,8,8.1.3.4,Kareköklü ifadelerde çarpma ve bölme işlemlerini yapar.
Matematik,8,8.1.3.5,Kareköklü ifadelerde toplama ve çıkarma işlemlerini yapar.
Matematik,8,8.1.3.6,"Kareköklü bir ifade ile çarpıldığında, sonucu bir doğal sayı yapan çarpanlara örnek verir."
Matematik,8,8.1.3.7,Ondalık ifadelerin kareköklerini belirler.
Matematik,8,8.1.3.8,"Gerçek sayıları tanır, rasyonel ve irrasyonel sayılarla ilişkilendirir."
Matematik,8,8.2,CEBİR
Matematik,8,8.2.1,Cebirsel İfadeler ve Özdeşlikler
Matematik,8,8.2.1.1,Basit cebirsel ifadeleri anlar ve farklı biçimlerde yazar.
Matematik,8,8.2.1.1.1,"Terim, katsayı ve değişkenin anlamları üzerinde durulur. Sabit terimin de bir katsayı olduğu vurgulanır."
Matematik,8,8.2.1.1.2,"x+5, 3x, x², -6y², a².b, 2a+2b gibi temel cebirsel ifadeler üzerinde durulur."
Matematik,8,8.2.1.2,Cebirsel ifadelerin çarpımını yapar.
Matematik,8,8.2.1.2.1,"y(3y-2), (2x+3)(5x-1) gibi işlemler üzerinde durulur."
Matematik,8,8.2.1.2.2,Cebirsel ifadelerdeki katsayılar tam sayılardan seçilir.
Matematik,8,8.2.1.2.3,Cebirsel ifadelerle çarpma işlemini modellerle yapmaya yönelik çalışmalara yer verilir.
Matematik,8,8.2.1.3,Özdeşlikleri modellerle açıklar.
Matematik,8,8.2.1.3.1,(a ± b)² = a² ± 2ab + b² ve a² - b² = (a-b)(a+b) özdeşlikleriyle sınırlı kalınır.
Matematik,8,8.2.1.3.2,Özdeşliklerdeki katsayılar tam sayılardan seçilir.
Matematik,8,8.2.1.4,Cebirsel ifadeleri çarpanlara ayırır.
Matematik,8,8.2.1.4.1,Ortak çarpan parantezine alma ile iki kare farkı ve a² ± 2ab + b² biçimindeki tam kare ifadelerin çarpanlara ayırma işlemleri ele alınır.
Matematik,8,8.2.1.4.2,Cebirsel ifadelerdeki katsayılar ve kökleri tam sayılar içinde kalacak biçimde seçilir.
Matematik,8,8.2.1.4.3,Gruplandırarak çarpanlarına ayırma yöntemine girilmez.
Matematik,8,8.2.1.4.4,Tam kare olmayan ikinci dereceden ifadelerin çarpanlara ayrılma işlemlerine girilmez.
Matematik,8,8.2.2,Doğrusal Denklemler
Matematik,8,8.2.2.1,Birinci dereceden bir bilinmeyenli denklemleri çözer.
Matematik,8,8.2.2.2,Koordinat sistemini özellikleriyle tanır ve sıralı ikilileri gösterir.
Matematik,8,8.2.2.3,Aralarında doğrusal ilişki bulunan iki değişkenden birinin diğerine bağlı olarak nasıl değiştiğini tablo ve denklem ile ifade eder.
Matematik,8,8.2.2.3.1,Tablo ile yapılan gösterimlerde sıralı ikililer biçiminde ifadelere de yer verilir.
Matematik,8,8.2.2.3.2,"İki değişkenden birinin değerinin, diğer değişkenin aldığı değere göre nasıl değiştiği ve bu durumda hangisinin bağımlı hangisinin bağımsız değişken olduğu incelenir."
Matematik,8,8.2.2.4,Doğrusal denklemlerin grafiğini çizer.
Matematik,8,8.2.2.5,"Doğrusal ilişki içeren gerçek hayat durumlarına ait denklem, tablo ve grafiği oluşturur ve yorumlar."
Matematik,8,8.2.2.6,"Doğrunun eğimini modellerle açıklar, doğrusal denklemleri ve grafiklerini eğimle ilişkilendirir."
Matematik,8,8.2.2.6.1,Eğimin işaretinin ve büyüklüğünün anlamı üzerinde durulur.
Matematik,8,8.2.2.6.2,Günlük hayatla ilişkili modellemelerde eğimin dikey uzunluğun yatay uzunluğa oranı olduğu dikkate alınarak işareti üzerinde durulmaz.
Matematik,8,8.2.2.6.3,Gerektiğinde uygun bilgi ve iletişim teknolojilerinden yararlanılır.
Matematik,8,8.2.3,Eşitsizlikler
Matematik,8,8.2.3.1,Birinci dereceden bir bilinmeyenli eşitsizlik içeren günlük hayat durumlarına uygun matematik cümleleri yazar.
Matematik,8,8.2.3.2,Birinci dereceden bir bilinmeyenli eşitsizlikleri sayı doğrusunda gösterir.
Matematik,8,8.2.3.3,Birinci dereceden bir bilinmeyenli eşitsizlikleri çözer.
Matematik,8,8.2.3.3.1,En çok iki işlem gerektiren eşitsizlikler seçilir.
Matematik,8,8.2.3.3.2,Eşitsizliğin her iki tarafı negatif bir sayı ile çarpılır veya bölünürse eşitsizliğin yön değiştireceğinin fark edilmesine yönelik çalışmalara yer verilir.
Matematik,8,8.3,GEOMETRİ VE ÖLÇME
Matematik,8,8.3.1,Üçgenler
Matematik,8,8.3.1.1,"Üçgende kenarortay, açıortay ve yüksekliği inşa eder."
Matematik,8,8.3.1.1.1,"Kâğıtları katlayarak, keserek veya kareli kâğıt üzerinde çizim yaparak üçgenin elemanlarını oluşturmaya yönelik çalışmalara yer verilir."
Matematik,8,8.3.1.1.2,"Eşkenar, ikizkenar ve dik üçgen gibi özel üçgenlerde kenarortay, açıortay ve yüksekliğin özelliklerini belirlemeye yönelik çalışmalara da yer verilir."
Matematik,8,8.3.1.2,Üçgenin iki kenar uzunluğunun toplamı veya farkı ile üçüncü kenarının uzunluğunu ilişkilendirir.
Matematik,8,8.3.1.2.1,Somut modeller kullanılarak yapılacak etkinliklere yer verilebilir.
Matematik,8,8.3.1.2.2,Uygun bilgisayar yazılımları ile üçgen eşitsizliğini anlamaya yönelik çalışmalara yer verilebilir.
Matematik,8,8.3.1.3,Üçgenin kenar uzunlukları ile bu kenarların karşısındaki açıların ölçülerini ilişkilendirir.
Matematik,8,8.3.1.4,Yeterli sayıda elemanının ölçüleri verilen bir üçgeni çizer.
Matematik,8,8.3.1.4.1,"(1) Üç kenarının uzunluğu, (2) bir kenarının uzunluğu ile iki açısının ölçüsü, (3) iki kenar uzunluğu ile bu kenarların arasındaki açının ölçüsü verilen üçgenlerin uygun araçlar kullanılarak çizilmesi sağlanır."
Matematik,8,8.3.1.4.2,Dinamik geometri yazılımları ile yapılacak çalışmalara yer verilebilir.
Matematik,8,8.3.1.5,"Pisagor bağıntısını oluşturur, ilgili problemleri çözer."
Matematik,8,8.3.1.5.1,Pisagor bağıntısının gerçek hayat uygulamalarına yönelik çalışmalara yer verilir.
Matematik,8,8.3.1.5.2,Koordinat düzlemi üzerinde verilen iki nokta arasındaki uzaklığı Pisagor bağıntısını kullanarak bulma çalışmalarına yer verilir. İki nokta arasındaki uzaklık formülü verilmez.
Matematik,8,8.3.1.5.3,Kenar uzunlukları verilen bir üçgenin dik üçgen olup olmadığına Pisagor bağıntısını kullanarak karar vermeye yönelik çalışmalar yapılır.
Matematik,8,8.3.2,Dönüşüm Geometrisi
Matematik,8,8.3.2.1,"Nokta, doğru parçası ve diğer şekillerin öteleme sonucundaki görüntülerini çizer."
Matematik,8,8.3.2.1.1,"Kareli veya noktalı kâğıt, koordinat sistemi üzerinde çalışmalar yapılır."
Matematik,8,8.3.2.1.2,Dinamik geometri yazılımları ile yapılacak çalışmalara da yer verilebilir .
Matematik,8,8.3.2.1.3,Ötelemede şekil üzerindeki her bir noktanın aynı yönde hareket ettiği ve şekil ile görüntüsünün eş olduğu fark ettirilir.
Matematik,8,8.3.2.2,"Nokta, doğru parçası ve diğer şekillerin yansıma sonucu oluşan görüntüsünü oluşturur."
Matematik,8,8.3.2.2.1,"Kareli veya noktalı kâğıt, koordinat sistemi üzerinde çalışmalar yapılır."
Matematik,8,8.3.2.2.2,Dinamik geometri yazılımları ile yapılacak çalışmalara da yer verilebilir.
Matematik,8,8.3.2.2.3,Yansımada şekil ile görüntüsü üzerinde birbirlerine karşılık gelen noktaların simetri doğrusuna dik ve aralarındaki uzaklıkların eşit olduğu bu nedenle şekil ile görüntüsünün eş olduğu fark ettirilir.
Matematik,8,8.3.2.2.4,Simetri doğrularının üzerinde olan şekillerle de çalışmalar yapılır.
Matematik,8,8.3.2.3,Çokgenlerin öteleme ve yansımalar sonucunda ortaya çıkan görüntüsünü oluşturur.
Matematik,8,8.3.2.3.1,En çok iki ardışık öteleme veya yansımaya yer verilir.
Matematik,8,8.3.2.3.2,"Desen, motif ve benzeri görsellerde öteleme veya yansıma dönüşümlerini belirlemeye yönelik çalışmalara yer verilir."
Matematik,8,8.3.2.3.3,"Geleneksel sanatlarımızdan (çini, seramik, dokuma vb.) örnekler de dikkate alınır."
Matematik,8,8.3.3,Eşlik ve Benzerlik
Matematik,8,8.3.3.1,"Eşlik ve benzerliği ilişkilendirir, eş ve benzer şekillerin kenar ve açı ilişkilerini belirler."
Matematik,8,8.3.3.1.1,Düzlemsel şekilleri karşılaştırarak eş olup olmadıklarını belirlemeye yönelik etkinliklere yer verilir.
Matematik,8,8.3.3.1.2,"Eş çokgenlerde karşılıklı kenar uzunluklarının ve açı ölçülerinin eşit, benzer çokgenlerde ise karşılıkgelen açı ölçülerinin eşit fakat kenar uzunluklarının orantılı olduğu vurgulanır. Eş çokgenlerin benzerolduğu ancak benzer çokgenlerin eş olmalar"
Matematik,8,8.3.3.1.3,"Somut modellerle, kareli kâğıtla veya kâğıtları katlayarak yapılacak çalışmalara yer verilir."
Matematik,8,8.3.3.2,"Benzer çokgenlerin benzerlik oranını belirler, bir çokgene eş ve benzer çokgenler oluşturur."
Matematik,8,8.3.3.2.1,"Somut modellerle, kareli kâğıtla veya kâğıtları katlayarak yapılacak çalışmalara yer verilir."
Matematik,8,8.3.3.2.2,Gerektiğinde uygun bilgi ve iletişim teknolojilerinden yararlanılır.
Matematik,8,8.3.3.2.3,Çokgenlerde benzerlik problemlerine girilmez.
Matematik,8,8.3.4,Geometrik Cisimler
Matematik,8,8.3.4.1,"Dik prizmaları tanır, temel elemanlarını belirler, inşa eder ve açınımını çizer."
Matematik,8,8.3.4.1.1,Somut modellerle çalışmalara yer verilir.
Matematik,8,8.3.4.1.2,Bilgi ve iletişim teknolojilerinden yararlanılabilir.
Matematik,8,8.3.4.2,"Dik dairesel silindirin temel elemanlarını belirler, inşa eder ve açınımını çizer."
Matematik,8,8.3.4.2.1,Somut modellerle çalışmalara yer verilir.
Matematik,8,8.3.4.2.2,Bilgi ve iletişim teknolojilerinden yararlanılabilir.
Matematik,8,8.3.4.3,"Dik dairesel silindirin yüzey alanı bağıntısını oluşturur, ilgili problemleri çözer."
Matematik,8,8.3.4.3.1,Somut modellerle çalışmalara yer verilir.
Matematik,8,8.3.4.3.2,Bilgi ve iletişim teknolojilerinden yararlanılabilir.
Matematik,8,8.3.4.4,Dik dairesel silindirin hacim bağıntısını oluşturur; ilgili problemleri çözer.
Matematik,8,8.3.4.4.1,Somut modellerle çalışmalara yer verilir.
Matematik,8,8.3.4.4.2,Bilgi ve iletişim teknolojilerinden yararlanılabilir.
Matematik,8,8.3.4.4.3,Dik dairesel silindirin hacmini tahmin etmeye yönelik çalışmalara yer verilir.
Matematik,8,8.3.4.4.4,Dik dairesel silindirin hacim bağıntısını dik prizmanın hacim bağıntısı ile ilişkilendirmeye yönelik çalışmalara yer verilir.
Matematik,8,8.3.4.5,"Dik piramidi tanır, temel elemanlarını belirler, inşa eder ve açınımını çizer."
Matematik,8,8.3.4.5.1,Somut modellerle çalışmalara yer verilir.
Matematik,8,8.3.4.5.2,Bilgi ve iletişim teknolojilerinden yararlanılabilir.
Matematik,8,8.3.4.5.3,Alan ve hacim problemlerine girilmez.
Matematik,8,8.3.4.6,"Dik koniyi tanır, temel elemanlarını belirler, inşa eder ve açınımını çizer."
Matematik,8,8.3.4.6.1,Somut modellerle çalışmalara yer verilir.
Matematik,8,8.3.4.6.2,Bilgi ve iletişim teknolojilerinden yararlanılabilir.
Matematik,8,8.3.4.6.3,Alan ve hacim problemlerine girilmez.
Matematik,8,8.4,VERİ İŞLEME
Matematik,8,8.4.1,Veri Analizi
Matematik,8,8.4.1.1,En fazla üç veri grubuna ait çizgi ve sütun grafiklerini yorumlar.
Matematik,8,8.4.1.2,"Verileri sütun, daire veya çizgi grafiği ile gösterir ve bu gösterimler arasında uygun olan dönüşümleri yapar."
Matematik,8,8.5,OLASILIK
Matematik,8,8.5.1,Basit Olayların Olma Olasılığı
Matematik,8,8.5.1.1,Bir olaya ait olası durumları belirler.
Matematik,8,8.5.1.2,"“Daha fazla”, “eşit”, “daha az” olasılıklı olayları ayırt eder, örnek verir."
Matematik,8,8.5.1.3,Eşit şansa sahip olan olaylarda her bir çıktının olasılık değerinin eşit olduğunu ve bu değerin 1/n olduğunu açıklar.
Matematik,8,8.5.1.3.1,"Kazanım ifadesindeki n, olası durum sayısını temsil etmektedir."
Matematik,8,8.5.1.3.2,Eşit şansa sahip olan ve olmayan olayları ayırt etmeye yönelik çalışmalara yer verilir.
Matematik,8,8.5.1.3.3,Olasılığın bir olayın olma şansına (olabilirliğine) ilişkin bir ölçüm olduğu vurgulanır.
Matematik,8,8.5.1.4,Olasılık değerinin 0 ile 1 arasında (0 ve 1 dâhil) olduğunu anlar.
Matematik,8,8.5.1.4.1,İmkânsız olay ve kesin olayın olasılık değerleri vurgulanır.
Matematik,8,8.5.1.4.2,Bir olayın olma olasılığı ile olmama olasılığının toplamının 1 olduğu fark ettirilir.
Matematik,8,8.5.1.5,Basit bir olayın olma olasılığını hesaplar.
Matematik,8,8.5.1.5.1,Zar atıldığında tek sayı gelmesi gibi örnekler verilir.
Matematik,8,8.5.1.5.2,"Ayrık olan ve olmayan, bağımlı ve bağımsız olayların olasılığına girilmez."
Matematik,8,8.5.1.5.3,Birden fazla olayın olma olasılığı ele alınmaz.
Fen,3,3.1,GEZEGENİMİZİ TANIYALIM
Fen,3,3.1.1,Dünya’nın Şekli
Fen,3,3.1.1.1,Dünya’nın şeklinin küreye benzediğinin farkına varır.
Fen,3,3.1.1.1.1,Dünya   nın şekli ile ilgili geçmişteki görüşler belirtilir.
Fen,3,3.1.1.2,Dünya’nın şekliyle ilgili model hazırlar.
Fen,3,3.1.1.2.1,Dünya   nın katmanlardan oluştuğuna değinilir.
Fen,3,3.1.2,Dünya’nın Yapısı 
Fen,3,3.1.2.1,Dünya’nın yüzeyinde karaların ve suların yer aldığını kavrar.
Fen,3,3.1.2.2,Dünya’da etrafımızı saran bir hava katmanının bulunduğunu açıklar.
Fen,3,3.1.2.3,Dünya yüzeyindeki kara ve suların kapladığı alanları model üzerinde karşılaştırır.
Fen,3,3.2,BEŞ DUYUMUZ
Fen,3,3.2.1,Duyu Organları ve Görevleri
Fen,3,3.2.1.1,Duyu organlarının önemini fark eder.
Fen,3,3.2.1.2,Duyu organlarının temel görevlerini açıklar.
Fen,3,3.2.1.2.1,Duyu organları arasındaki ilişki açıklanır.
Fen,3,3.2.1.3,Duyu organlarının sağlığını korumak için yapılması gerekenleri açıklar.
Fen,3,3.3,KUVVETİ TANIYALIM
Fen,3,3.3.1,Varlıkların Hareket Özellikleri
Fen,3,3.3.1.1,Hareket eden varlıkları gözlemler ve hareket özelliklerini ifade eder.
Fen,3,3.3.1.1.1,"Varlıkların hareket özellikleri; hızlı, yavaş, dönen, sallanan ve yön değiştiren şeklinde nitelendirilir."
Fen,3,3.3.2,Cisimleri Hareket Ettirme ve Durdurma
Fen,3,3.3.2.1,İtme ve çekmenin birer kuvvet olduğunu deneyerek keşfeder.
Fen,3,3.3.2.2,İtme ve çekme kuvvetlerinin hareket eden ve duran cisimler üzerindeki etkilerini gözlemleyerek kuvveti tanımlar.
Fen,3,3.3.2.3,Günlük yaşamda hareketli cisimlerin sebep olabileceği tehlikeleri tartışır.
Fen,3,3.4,MADDEYİ TANIYALIM
Fen,3,3.4.1,Maddeyi Niteleyen Özellikler
Fen,3,3.4.1.1,Beş duyu organını kullanarak maddeyi niteleyen temel özellikleri açıklar.
Fen,3,3.4.1.1.1,"Maddeyi niteleyen; sertlik/yumuşaklık, esneklik, kırılganlık, renk, koku, tat ve pürüzlü/pürüzsüz olma durumlarına değinilir."
Fen,3,3.4.1.1.2,Bir yüzeyin pürüzleştirilmesi veya pürüzsüzleştirilmesini keşfetmeleri sağlanır.
Fen,3,3.4.1.1.3,Ders ortamına beş duyu organına hitap edecek çeşitli örnekler getirilerek deneme yoluyla fark etmeleri sağlanır.
Fen,3,3.4.1.2,"Bazı maddelere dokunma, bakma, onları tatma ve koklamanın canlı vücuduna zarar verebileceğini tartışır."
Fen,3,3.4.1.2.1,Alınabilecek güvenlik önlemleri öğrencilerle birlikte tespit edilir.
Fen,3,3.4.1.2.2,Gerekli güvenlik tedbirleri alınır.
Fen,3,3.4.1.3,Bireysel olarak veya gruplar hâlinde çalışırken gerekli güvenlik tedbirlerini almada sorumluluk üstlenir.
Fen,3,3.4.2,Maddenin Hâlleri
Fen,3,3.4.2.1,"Çevresindeki maddeleri, hâllerine göre sınıflandırır."
Fen,3,3.4.2.1.1,"Maddenin hâllerine günlük yaşamdan örnekler verilir fakat yapılarına (akışkanlık, tanecikler arası  uzaklık vb.) değinilmez."
Fen,3,3.5,ÇEVREMİZDEKİ IŞIK VE SESLER
Fen,3,3.5.1,Işığın Görmedeki Rolü
Fen,3,3.5.1.1,Gözlemleri sonucunda görme olayının gerçekleşebilmesi için ışığın gerekli olduğu sonucunu çıkarır.
Fen,3,3.5.2,Işık Kaynakları
Fen,3,3.5.2.1,Çevresindeki ışık kaynaklarını doğal ve yapay ışık kaynakları şeklinde sınıflandırır
Fen,3,3.5.3,Çevremizdeki Sesler
Fen,3,3.5.3.1,Her sesin bir kaynağı olduğu ve sesin her yöne yayıldığı sonucunu çıkarır.
Fen,3,3.5.3.2,İşitme duyusunu kullanarak ses kaynağının yaklaşıp uzaklaşması ve ses kaynağının yeri hakkında çıkarımlarda bulunur.
Fen,3,3.5.3.3,Çevresindeki ses kaynaklarını doğal ve yapay ses kaynakları şeklinde sınıflandırır
Fen,3,3.5.4,Sesin İşitmedeki Rolü
Fen,3,3.5.4.1,Ses şiddetinin işitme için önemli olduğunu gözlemler ve her sesin insan kulağı tarafından işitilemeye-ceğini fark eder.
Fen,3,3.5.4.1.1,"Ses şiddetinin, sesi duyabilmemizi sağlayan özellik olduğu vurgulanır."
Fen,3,3.5.4.2,Ses şiddeti ile uzaklık arasındaki ilişkiyi açıklar.
