Ders Adı,Sınıf,Kazanım Kodu,Ünite/Konu/Kazanım/Alt Kazanım
Coğrafya,9,9.2.1.3,Türkiye'de yerleşmelerin dağılışını etkileyen faktörleri örneklerle açıklar.
Coğrafya,9,9.2.1.4,Türkiye'deki yerleşim birimlerini idari fonksiyonlarına göre ayırt eder.
Coğrafya,9,9.3,KÜRESEL ORTAM: BÖLGELER VE ÜLKELER
Coğrafya,9,9.3.1,Küresel Ortam: Bölgeler ve Ülkeler
Coğrafya,9,9.3.1.1,"Dünyadaki farklı bölge örneklerini, özellikleri ve bölge belirlemede kullanılan kriterler açısından değerlendirir."
Coğrafya,9,9.3.1.2,Bölge sınırlarının amaca göre değişebilirliğini örneklerle açıklar.
Coğrafya,9,9.3.1.3,Harita kullanarak çeşitli coğrafi kriterlerle belirlenmiş bölgelerde bulunan ülkeleri sınıflandırır.
Coğrafya,9,9.4,ÇEVRE VE TOPLUM
Coğrafya,9,9.4.1,Çevre ve Toplum
Coğrafya,9,9.4.1.1,İnsanların doğal çevreyi kullanma biçimlerini örneklendirir.
Coğrafya,9,9.4.1.2,Doğal ortamda insan etkisiyle meydana gelen değişimleri sonuçları açısından değerlendirir.
Coğrafya,9,9.21,Coğrafyanın Doğası
Coğrafya,9,9.21.1,Coğrafya Biliminin Konusu ve Bölümleri
Coğrafya,9,9.21.1.1,Coğrafya biliminin konusu ve bölümlerini çözümleyebilme
Coğrafya,9,9.21.1.1.1,Coğrafya biliminin konusu ve bölümlerini oluşturan bileşenleri belirler.
Coğrafya,9,9.21.1.1.2,Coğrafya biliminin konusu ve bölümlerini oluşturan bileşenler arasındaki ilişkileri belirler.
Coğrafya,9,9.21.2,Niçin Coğrafya Öğrenmeliyiz?
Coğrafya,9,9.21.2.1,"Örnek olay, olgu veya konu üzerinden mekânsal düşünme ile coğrafya öğrenmenin önemini çözümleyebilme"
Coğrafya,9,9.21.2.1.1,"Mekânda gerçekleşen coğrafi olay, olgu veya konuyu belirler."
Coğrafya,9,9.21.2.1.2,"Mekânda gerçekleşen coğrafi olay, olgu veya konu ile coğrafya öğrenmenin önemi arasındaki ilişkiyi belirler."
Coğrafya,9,9.21.3,Coğrafya Biliminin Gelişimi
Coğrafya,9,9.21.3.1,Coğrafya biliminin gelişimi hakkında bilgi toplayabilme
Coğrafya,9,9.21.3.1.1,Coğrafya biliminin gelişimiyle ilgili gerekli bilgilere ulaşmak için hangi araçları kullanacağını belirler.
Coğrafya,9,9.21.3.1.2,Belirlediği araçları kullanarak coğrafya biliminin gelişimiyle ilgili ihtiyaç duyduğu bilgilere ulaşır.
Coğrafya,9,9.21.3.1.3,Coğrafya biliminin gelişimiyle ilgili ulaştığı bilgileri doğrular.
Coğrafya,9,9.21.3.1.4,Coğrafya biliminin gelişimiyle ilgili doğruladığı bilgileri kaydeder.
Coğrafya,9,9.22,Mekânsal Bilgi Teknolojileri
Coğrafya,9,9.22.1,Mekânın Aynası Haritalar
Coğrafya,9,9.22.1.1,Harita uygulamaları yapabilme
Coğrafya,9,9.22.1.1.1,Haritaya ait bileşenlerden yararlanarak haritaları okur.
Coğrafya,9,9.22.1.1.2,"Haritaya ait bileşenlerden yararlanarak haritadaki olay, olgu ve mekânlar arası ilişkileri çözümler."
Coğrafya,9,9.22.1.1.3,"Haritada yer alan olay, olgu veya mekânların özellik, konum, dağılış ve ilişkileri ile değişim ve/veya harita türüne ilişkin çıkarım yapar."
Coğrafya,9,9.22.1.1.4,Harita yapım aşamalarını kullanarak harita oluşturur.
Coğrafya,9,9.22.2,Türkiye’nin Coğrafi Konumu
Coğrafya,9,9.22.2.1,Türkiye’nin konum özelliklerini algılayabilme
Coğrafya,9,9.22.2.1.1,Türkiye’nin konum özelliklerini belirler.
Coğrafya,9,9.22.2.1.2,Türkiye’nin konum özelliklerini görselleştirir.
Coğrafya,9,9.22.2.1.3,Türkiye’nin konum özelliklerini özetler.
Coğrafya,9,9.22.3,Mekânsal Bilgi Teknolojilerinin Bileşenleri
Coğrafya,9,9.22.3.1,Mekânsal bilgi teknolojilerini oluşturan bileşenleri çözümleyebilme
Coğrafya,9,9.22.3.1.1,Mekânsal bilgi teknolojilerini oluşturan bileşenleri belirler.
Coğrafya,9,9.22.3.1.2,Mekânsal bilgi teknolojilerini oluşturan bileşenler arasındaki ilişkileri belirler.
Coğrafya,9,9.23,Doğal Sistemler ve Süreçler
Coğrafya,9,9.23.1,Hava Olayları ve Günlük Hayata Etkileri
Coğrafya,9,9.23.1.1,Hava olaylarının günlük hayata etkisini gözleme dayalı tahmin edebilme
Coğrafya,9,9.23.1.1.1,"Hava olaylarıyla ilgili deneyim, gözlem, veri ve/veya coğrafi temsillere dayalı elde ettiği bilgilerin günlük hayata etkilerini ilişkilendirir."
Coğrafya,9,9.23.1.1.2,"Hava olaylarıyla ilgili deneyim, gözlem, veri ve/veya coğrafi temsillere dayalı elde ettiği bilgilerin günlük hayata etkilerine ilişkin çıkarım yapar."
Coğrafya,9,9.23.1.1.3,"Hava olaylarıyla ilgili deneyim, gözlem, veri ve/veya coğrafi temsillere dayalı elde ettiği bilgilerin günlük hayata etkilerine ilişkin yargıda bulunur."
Coğrafya,9,9.23.2,İklim Sisteminin Bileşen ve Değişkenleri
Coğrafya,9,9.23.2.1,İklim sisteminin bileşen ve değişkenlerini çözümleyebilme
Coğrafya,9,9.23.2.1.1,İklim sisteminin bileşen ve değişkenlerini belirler.
Coğrafya,9,9.23.2.1.2,İklim sistemine ait değişkenler arasındaki ilişkileri belirler.
Coğrafya,9,9.23.3,İklim Türleri
Coğrafya,9,9.23.3.1,"Türkiye ve dünyadaki farklı iklim türlerine sahip yerlerin iklim verilerini kullanarak tablo, grafik, şekil ve/veya diyagram hazırlayabilme"
Coğrafya,9,9.23.3.1.1,"Türkiye ve dünyadaki farklı iklim türlerine sahip yerlerin iklim verilerini kullanarak oluşturacağı tablo, grafik, şekil ve/veya diyagramın amacını belirler."
Coğrafya,9,9.23.3.1.2,"Türkiye ve dünyadaki farklı iklim türlerine sahip yerlerin iklim verilerini kullanarak oluşturacağı tablo, grafik, şekil ve/veya diyagramın türü için gerekli olan araç gereci belirler."
Coğrafya,9,9.23.3.1.3,Türkiye ve dünyadaki farklı iklim türlerine sahip yerlerin iklim verilerini toplar.
Coğrafya,9,9.23.3.1.4,Türkiye ve dünyadaki farklı iklim türlerine sahip yerlerin iklim verilerini sınıflandırır.
Coğrafya,9,9.23.3.1.5,"Türkiye ve dünyadaki farklı iklim türlerine sahip yerlerin iklim verilerini tablo, grafik, şekil ve/veya diyagram şeklinde görselleştirir."
Coğrafya,9,9.23.3.1.6,"Türkiye ve dünyadaki farklı iklim türlerine sahip yerlerin iklim verilerini kullanarak görselleştirdiği tablo, grafik, şekil ve/veya diyagramı amacına uygun kullanır."
Coğrafya,9,9.23.4,İklim Sisteminde Yaşanan Değişiklikler
Coğrafya,9,9.23.4.1,İklim sistemi ve sürecinde meydana gelen değişiklikleri algılayabilme
Coğrafya,9,9.23.4.1.1,İklim sistemi ve sürecinde meydana gelen değişiklikleri coğrafi temsiller aracılığıyla karşılaştırır.
Coğrafya,9,9.23.4.1.2,İklim sistemi ve sürecinde meydana gelen değişiklikleri sıralar.
Coğrafya,9,9.23.4.1.3,Küresel iklim değişikliğinin neden ve sonuçlarını yorumlar.
Coğrafya,9,9.23.4.1.4,Küresel iklim değişikliğini sentezler.
Coğrafya,9,9.23.4.1.5,İklim sistemi ve sürecinde meydana gelebilecek değişime yönelik kanıta dayalı öngörüde bulunur.
Coğrafya,9,9.24,Beşerî Sistemler ve Süreçler
Coğrafya,9,9.24.1,Nüfusun Tarihsel Değişimi ve Geleceği
Coğrafya,9,9.24.1.1,Nüfusun zaman içerisindeki değişimini tablo ve grafikler aracılığı ile yorumlayabilme
Coğrafya,9,9.24.1.1.1,Nüfusun zaman içerisindeki değişimini gösteren tablo ve grafiklerdeki bileşenleri anlamlandırır.
Coğrafya,9,9.24.1.1.2,Nüfusun zaman içerisindeki değişimini gösteren tablo ve grafiklerdeki bileşenler arası ilişkileri çözümler.
Coğrafya,9,9.24.1.1.3,Nüfusun zaman içerisindeki değişimine dair incelediği tablo ve grafiklerden sonuçlar çıkarır.
Coğrafya,9,9.24.1.1.4,"Farklı ülke nüfuslarındaki değişimi, incelediği tablo ve grafikleri kullanarak karşılaştırır."
Coğrafya,9,9.24.2,Nüfusun Dağılışı ve Hareketleri
Coğrafya,9,9.24.2.1,Dünya ve Türkiye’deki nüfusun dağılışı ve hareketlerini etkileyen faktörler hakkında haritalar üzerinden çıkarımda bulunabilme
Coğrafya,9,9.24.2.2,Dünya ve Türkiye’de nüfus yoğunluğunun fazla ve az olduğu alanlar ile nüfusun dağılışı ve hareketlerini etkileyen faktörlerin incelenebildiği haritaları ilişkilendirerek çıkarım yapar.
Coğrafya,9,9.24.3,Demografik Dönüşüm ve Nüfus Piramitleri
Coğrafya,9,9.24.3.1,Türkiye ve farklı ülkelerin nüfus piramitlerinden yararlanarak demografik dönüşüm sürecini yorumlayabilme
Coğrafya,9,9.24.3.1.1,Türkiye ve farklı ülkelerin nüfus piramitlerini demografik dönüşüm modeline göre anlamlandırır.
Coğrafya,9,9.24.3.1.2,Demografik dönüşüm modelinin aşamalarını doğum ve ölüm oranı ile nüfus yapısı arasındaki ilişkiye göre çözümler.
Coğrafya,9,9.24.3.1.3,Türkiye ve farklı ülkelerin nüfus piramitlerini demografik dönüşüm modelinin aşamaları ile ilişkilendirerek buradan sonuç çıkarır.
Coğrafya,9,9.24.3.1.4,Türkiye ve farklı ülkelerin nüfus piramitleri ile demografik dönüşüm modelinin aşamalarını ilişkilendirerek elde ettiği sonuçları karşılaştırır.
Coğrafya,9,9.24.4,"Nüfusla İlgili Fırsat, Sorun ve Politikalar"
Coğrafya,9,9.24.4.1,Türkiye ve farklı ülkelerdeki nüfusla ilgili fırsat ve sorunların nüfus politikalarının belirlenmesindeki etkisini sorgulayabilme
Coğrafya,9,9.24.4.1.1,Türkiye ve farklı ülkelerdeki nüfusla ilgili fırsat ve sorunların nüfus politikalarının belirlenmesindeki etkisine ilişkin sorular sorar.
Coğrafya,9,9.24.4.1.2,Türkiye ve farklı ülkelerdeki nüfusla ilgili fırsat ve sorunların nüfus politikalarının belirlenmesindeki etkisine ilişkin bilgi toplar.
Coğrafya,9,9.24.4.1.3,Türkiye ve farklı ülkelerdeki nüfusla ilgili fırsat ve sorunların nüfus politikalarının belirlenmesindeki etkisine ilişkin topladığı bilgileri düzenler.
Coğrafya,9,9.24.4.1.4,Türkiye ve farklı ülkelerdeki nüfusla ilgili fırsat ve sorunların nüfus politikalarının belirlenmesindeki etkisine ilişkin düzenlediği bilgileri çözümler.
Coğrafya,9,9.24.4.1.5,Türkiye ve farklı ülkelerdeki nüfusla ilgili fırsat ve sorunların nüfus politikalarının belirlenmesindeki etkisine ilişkin çözümlediği bilgilerden çıkardığı sonuçları paylaşır.
Coğrafya,9,9.25,Ekonomik Faaliyetler ve Etkileri
Coğrafya,9,9.25.1,Ekonomik Faaliyetleri Etkileyen Coğrafi Faktörler
Coğrafya,9,9.25.1.1,Doğal ve beşerî faktörlerin ekonomik faaliyetlere etkilerini sorgulayabilme
Coğrafya,9,9.25.1.1.1,Doğal ve beşerî faktörlerin ekonomik faaliyetlere etkileriyle ilgili merak ettiği soruları sorar.
Coğrafya,9,9.25.1.1.2,Doğal ve beşerî faktörlerin ekonomik faaliyetlere etkileriyle ilgili bilgi toplar.
Coğrafya,9,9.25.1.1.3,Doğal ve beşerî faktörlerin ekonomik faaliyetlere etkileriyle ilgili topladığı bilgileri düzenler.
Coğrafya,9,9.25.1.1.4,Doğal ve beşerî faktörlerin ekonomik faaliyetlere etkileriyle ilgili düzenlediği bilgileri çözümler.
Coğrafya,9,9.25.1.1.5,Doğal ve beşerî faktörlerin ekonomik faaliyetlere etkileriyle ilgili çözümlediği bilgilerden çıkardığı sonuçları paylaşır.
Coğrafya,9,9.26,Afetler ve Sürdürülebilir Çevre
Coğrafya,9,9.26.1,"Tehlike, Risk ve Afet"
Coğrafya,9,9.26.1.1,"Tehlike, risk ve afet kavramlarını çözümleyebilme"
Coğrafya,9,9.26.1.1.1,"Tehlike, risk ve afet kavramlarının özelliklerini belirler."
Coğrafya,9,9.26.1.1.2,"Tehlike, risk ve afet kavramları arasındaki ilişkileri belirler."
Coğrafya,9,9.26.2,Afet Türleri
Coğrafya,9,9.26.2.1,Afetleri sınıflandırabilme
Coğrafya,9,9.26.2.1.1,Oluşum kaynağına göre afetleri belirler.
Coğrafya,9,9.26.2.1.2,Oluşum kaynağına göre afetleri ayrıştırır.
Coğrafya,9,9.26.2.1.3,Oluşum kaynağına göre afetleri tasnif eder.
Coğrafya,9,9.26.2.1.4,Oluşum kaynağına göre afetleri etiketler.
Coğrafya,9,9.26.3,Bütüncül Afet Yönetimi
Coğrafya,9,9.26.3.1,"Bütüncül afet yönetimi uygulamalarını tablo, grafik, şekil ve/veya diyagramlar aracılığıyla yorumlayabilme"
Coğrafya,9,9.26.3.1.1,"Bütüncül afet yönetimi uygulamalarını gösteren tablo, grafik, şekil ve/veya diyagramlardaki bileşenleri anlamlandırır."
Coğrafya,9,9.26.3.1.2,"Bütüncül afet yönetimi uygulamalarını gösteren tablo, grafik, şekil ve/veya diyagramlardaki bileşenleri ve bu bileşenler arası ilişkileri çözümler."
Coğrafya,9,9.26.3.1.3,"Bütüncül afet yönetimi uygulamalarını gösteren tablo, grafik, şekil ve/veya diyagramlardaki bileşenlerle ilgili sonuçlar çıkarır."
Coğrafya,9,9.26.3.1.4,"Bütüncül afet yönetimi uygulamalarını gösteren tablo, grafik, şekil ve/veya diyagramlardaki bileşenlerle ilgili ulaştığı sonuçları karşılaştırır."
Coğrafya,9,9.27,"Bölgeler, Ülkeler ve Küresel Bağlantılar"
Coğrafya,9,9.27.1,Bölge ve Bölge Sınırı
Coğrafya,9,9.27.1.1,Bölgelerin belirlenmesinde kullanılan kriterlere göre bölge hakkında çıkarım yapabilme
Coğrafya,9,9.27.1.1.1,Bölge ve bölge sınırı hakkında varsayımda bulunur.
Coğrafya,9,9.27.1.1.2,Bölge ve bölge sınırındaki örüntüleri listeler.
Coğrafya,9,9.27.1.1.3,Bölgeyi ve bölge sınırlarını karşılaştırır.
Coğrafya,9,9.27.1.1.4,Bölge ve bölge sınırları hakkında önerme sunar.
Coğrafya,9,9.27.1.1.5,Bölgeyi ve bölge sınırlarını değerlendirir.
Coğrafya,10,10.1,DOĞAL SİSTEMLER
Coğrafya,10,10.1.1,Doğal Sistemler
Coğrafya,10,10.1.1.1,Dünya'nın tektonik oluşumunu açıklar.
Coğrafya,10,10.1.1.2,Jeolojik zamanların özelliklerini tektonik olaylarla ilişkilendirerek açıklar.
Coğrafya,10,10.1.1.3,İç kuvvetleri; yer şekillerinin oluşum sürecine etkileri açısından açıklar.
Coğrafya,10,10.1.1.4,Kayaçların özellikleri ile yeryüzü şekillerinin oluşum süreçlerini ilişkilendirir.
Coğrafya,10,10.1.1.5,Türkiye'deki yer şekillerinin oluşum sürecine iç kuvvetlerin etkisini açıklar.
Coğrafya,10,10.1.1.6,Dış kuvvetleri yer şekillerinin oluşum sürecine etkileri açısından açıklar.
Coğrafya,10,10.1.1.7,Türkiye'deki yer şekillerinin oluşum sürecine dış kuvvetlerin etkisini açıklar.
Coğrafya,10,10.1.1.8,Türkiye'deki ana yer şekillerini temel özellikleri ve dağılışları açısından değerlendirir.
Coğrafya,10,10.1.1.9,Yeryüzündeki su varlıklarını özelliklerine göre sınıflandırır.
Coğrafya,10,10.1.1.10,Türkiye'deki su varlıklarının genel özelliklerini ve dağılışını açıklar.
Coğrafya,10,10.1.1.11,"Türkiye'deki su varlığını verimli kullanmanın ekonomik, sosyal ve kültürel etkilerini değerlendirir."
Coğrafya,10,10.1.1.12,Yeryüzündeki toprak çeşitliliğini oluşum süreçleri ile ilişkilendirir.
Coğrafya,10,10.1.1.13,Türkiye'deki toprakların dağılışını etkileyen faktörler ile toprak tiplerini ilişkilendirir.
Coğrafya,10,10.1.1.14,Türkiye topraklarının kullanımını verimlilik açısından değerlendirir.
Coğrafya,10,10.1.1.15,Bitki toplulukları ve türlerini genel özelliklerine göre sınıflandırır.
Coğrafya,10,10.1.1.16,Bitki topluluklarının dağılışı ile iklim ve yer şekillerini ilişkilendirir.
Coğrafya,10,10.1.1.17,Türkiye'deki doğal bitki topluluklarının dağılışını yetişme şartları açısından analiz eder.
Coğrafya,10,10.2,BEŞERÎ SİSTEMLER
Coğrafya,10,10.2.1,Beşerî Sistemler
Coğrafya,10,10.2.1.1,İstatistiki verilerden yararlanarak nüfus özellikleri ve nüfusun önemi hakkında çıkarımlarda bulunur.
Coğrafya,10,10.2.1.2,İstatistiki verilerden yararlanarak dünya nüfusunun tarihsel süreçteki değişimine ilişkin çıkarımlarda bulunur.
Coğrafya,10,10.2.1.3,Nüfusun dağılışı üzerinde etkili olan faktörler ile dünya nüfusunun dağılışını ilişkilendirir.
Coğrafya,10,10.2.1.4,Nüfus piramitlerinden hareketle nüfusun yapısıyla ilgili çıkarımlarda bulunur.
Coğrafya,10,10.2.1.5,Türkiye'de nüfusun tarihsel seyrini sosyal ve ekonomik faktörler açısından değerlendirir.
Coğrafya,10,10.2.1.6,"Türkiye'de nüfusun dağılışını, nüfusun dağılışında etkili olan faktörler açısından değerlendirir."
Coğrafya,10,10.2.1.7,Güncel verilerden yararlanarak Türkiye nüfusunun yapısal özelliklerini analiz eder.
Coğrafya,10,10.2.1.8,"Tarihî metin, belge ve haritalardan yararlanarak dünyadaki göçlerin nedenleri ve sonuçları hakkında çıkarımlarda bulunur."
Coğrafya,10,10.2.1.9,Türkiye'deki göçleri sebep ve sonuçları açısından değerlendirir.
Coğrafya,10,10.2.1.10,Göçün mekânsal etkilerini Türkiye'den örneklerle açıklar.
Coğrafya,10,10.2.1.11,Ekonomik faaliyetleri temel özelliklerine göre ayırt eder.
Coğrafya,10,10.2.1.12,"Ekonomik faaliyet türlerinin oransal dağılımına ilişkin verileri, ülkelerin gelişmişlik düzeyleriyle ilişkilendirerek çıkarımda bulunur."
Coğrafya,10,10.3,KÜRESEL ORTAM: BÖLGELER VE ÜLKELER
Coğrafya,10,10.3.1,Küresel Ortam: Bölgeler ve Ülkeler
Coğrafya,10,10.3.1.1,Uluslararası ulaşım hatlarını bölgesel ve küresel etkileri açısından analiz eder.
Coğrafya,10,10.4,ÇEVRE VE TOPLUM
Coğrafya,10,10.4.1,Çevre ve Toplum
Coğrafya,10,10.4.1.1,Afetlerin oluşum nedenlerini ve özelliklerini açıklar.
Coğrafya,10,10.4.1.2,Afetlerin dağılışları ile etkilerini ilişkilendirir.
Coğrafya,10,10.4.1.3,Türkiye'deki afetlerin dağılışları ile etkilerini ilişkilendirir.
Coğrafya,10,10.4.1.4,Afetlerden korunma yöntemlerini açıklar.
Coğrafya,11,11.1,DOĞAL SİSTEMLER
Coğrafya,11,11.1.1,Doğal Sistemler
Coğrafya,11,11.1.1.1,Biyoçeşitliliğin oluşumu ve azalmasında etkili olan faktörleri açıklar.
Coğrafya,11,11.1.1.2,Ekosistemi oluşturan unsurları ayırt eder.
Coğrafya,11,11.1.1.3,Madde döngüleri ve enerji akışını ekosistemin devamlılığı açısından analiz eder.
Coğrafya,11,11.1.1.4,Su ekosisteminin unsurlarını ve işleyişini açıklar.
Coğrafya,11,11.2,BEŞERÎ SİSTEMLER
Coğrafya,11,11.2.1,Beşerî Sistemler
Coğrafya,11,11.2.1.1,Ülkelerin farklı dönemlerde izledikleri nüfus politikaları ve sonuçlarını karşılaştırır.
Coğrafya,11,11.2.1.2,Türkiye'nin nüfus politikalarını gerekçeleri açısından değerlendirir.
Coğrafya,11,11.2.1.3,Türkiye'nin nüfus projeksiyonlarına dayalı senaryolar oluşturur.
Coğrafya,11,11.2.1.4,Şehirleri fonksiyonel özellikleri açısından karşılaştırır.
Coğrafya,11,11.2.1.5,Şehirlerin küresel ve bölgesel etkilerini fonksiyonel açıdan yorumlar.
Coğrafya,11,11.2.1.6,Türkiye'deki şehirleri fonksiyonlarına göre ayırt eder.
Coğrafya,11,11.2.1.7,Türkiye'deki kır yerleşme tiplerini ayırt eder.
Coğrafya,11,11.2.1.8,"Doğal unsurları üretim, dağıtım ve tüketim süreçleri üzerindeki etkisi açısından değerlendirir."
Coğrafya,11,11.2.1.9,"Beşerî unsurları üretim, dağıtım ve tüketim süreçleri üzerindeki etkisi açısından değerlendirir."
Coğrafya,11,11.2.1.10,"Üretim, dağıtım ve tüketim sektörleri arasındaki ilişkiyi ekonomiye etkisi açısından değerlendirir."
Coğrafya,11,11.2.1.11,Doğal kaynaklar ile ekonomi ilişkisini açıklar.
Coğrafya,11,11.2.1.12,Türkiye'deki doğal kaynaklar ile ekonomi arasındaki ilişkiyi analiz eder.
Coğrafya,11,11.2.1.13,Türkiye'de uygulanan ekonomi politikalarını mekânsal etkileri açısından değerlendirir.
Coğrafya,11,11.2.1.14,Türkiye ekonomisinin sektörel dağılımından hareketle ülke ekonomisi hakkında çıkarımlarda bulunur.
Coğrafya,11,11.2.1.15,Türkiye'de tarım sektörünün özelliklerini açıklar.
Coğrafya,11,11.2.1.16,Tarımın Türkiye ekonomisindeki yerini açıklar.
Coğrafya,11,11.2.1.17,Türkiye'nin madenleri ve enerji kaynaklarının dağılışını açıklar.
Coğrafya,11,11.2.1.18,Türkiye'nin maden ve enerji kaynaklarının etkin kullanımını ülke ekonomisine katkısı açısından değerlendirir.
Coğrafya,11,11.2.1.19,Türkiye'de sanayi sektörünün özelliklerini açıklar.
Coğrafya,11,11.2.1.20,"Türkiye sanayisini, ülke ekonomisindeki yeri açısından analiz eder."
Coğrafya,11,11.3,KÜRESEL ORTAM: BÖLGELER VE ÜLKELER
Coğrafya,11,11.3.1,Küresel Ortam: Bölgeler ve Ülkeler
Coğrafya,11,11.3.1.1,"İlk kültür merkezlerinin ortaya çıkışı, yayılışı ve dağılışlarını belirleyen faktörleri açıklar."
Coğrafya,11,11.3.1.2,Farklı kültürel bölgelerin yeryüzünde yayılışına etki eden faktörleri açıklar.
Coğrafya,11,11.3.1.3,Türk kültürünün yayılış alanlarını bölgesel özellikler açısından analiz eder.
Coğrafya,11,11.3.1.4,Türkiye'nin tarih boyunca medeniyetler merkezi olmasını konumu açısından değerlendirir.
Coğrafya,11,11.3.1.5,"Ülkeler ve bölgeler arasındaki ticaret ile ham madde, üretim ve pazar alanlarını ilişkilendirir."
Coğrafya,11,11.3.1.6,Ülkeler arası etkileşimde turizm faaliyetlerinin rolünü açıklar.
Coğrafya,11,11.3.1.7,Sanayileşmiş bir ülkeyi sanayileşme süreçleri açısından değerlendirir.
Coğrafya,11,11.3.1.8,Farklı gelişmişlik düzeylerine sahip ülkelerin tarım-ekonomi ilişkisini analiz eder.
Coğrafya,11,11.3.1.9,Bölgesel ve küresel ölçekteki örgütleri etki alanları açısından değerlendirir.
Coğrafya,11,11.4,ÇEVRE VE TOPLUM
Coğrafya,11,11.4.1,Çevre ve Toplum
Coğrafya,11,11.4.1.1,Çevre sorunlarını oluşum sebeplerine göre sınıflandırır.
Coğrafya,11,11.4.1.2,Madenlerin ve enerji kaynaklarının çevre üzerindeki etkilerini örneklerle açıklar.
Coğrafya,11,11.4.1.3,Yenilenemeyen kaynakların kullanımını tükenebilirlik ve alternatif kaynaklar açısından analiz eder.
Coğrafya,11,11.4.1.4,Farklı gelişmişliğe sahip ülkelerdeki doğal kaynak kullanımını çevresel etkileri açısından değerlendirir.
Coğrafya,11,11.4.1.5,Arazi kullanımına ilişkin farklı uygulamaları çevre üzerindeki etkileri açısından değerlendirir.
Coğrafya,11,11.4.1.6,Çevre sorunlarının oluşum ve yayılma süreçlerini küresel etkileri açısından analiz eder.
Coğrafya,11,11.4.1.7,Doğal kaynakların sürdürülebilir kullanımını geri dönüşüm stratejileri açısından değerlendirir.
Coğrafya,12,12.1,DOĞAL SİSTEMLER
Coğrafya,12,12.1.1,Doğal Sistemler
Coğrafya,12,12.1.1.1,Doğa olaylarının ekstrem durumlarını ve etkilerini açıklar.
Coğrafya,12,12.1.1.2,Doğal sistemlerdeki değişimlerle ilgili geleceğe yönelik çıkarımlarda bulunur.
Coğrafya,12,12.2,BEŞERÎ SİSTEMLER
Coğrafya,12,12.2.1,Beşerî Sistemler
Coğrafya,12,12.2.1.1,Bir bölgedeki baskın ekonomik faaliyet türünü sosyal ve kültürel hayata etkileri açısından analiz eder.
Coğrafya,12,12.2.1.2,"Şehirleşme, göç ve sanayileşme ilişkisini toplumsal etkileri açısından yorumlar."
Coğrafya,12,12.2.1.3,"Nüfus, yerleşme ve ekonomik faaliyetlerde gelecekte olabilecek değişimlerle ilgili çıkarımlarda bulunur."
Coğrafya,12,12.2.1.4,Ülkemizdeki işlevsel bölgeleri özelliklerine göre analiz eder.
Coğrafya,12,12.2.1.5,"Türkiye'deki bölgesel kalkınma projelerini ekonomik, sosyal ve kültürel etkileri açısından değerlendirir."
Coğrafya,12,12.2.1.6,Hizmet sektörünün Türkiye'nin ekonomik kalkınmasıyla olan ilişkisini açıklar.
Coğrafya,12,12.2.1.7,Ulaşım sisteminin gelişiminde etkili olan faktörleri açıklar.
Coğrafya,12,12.2.1.8,Ulaşım ağları ile yerleşme ve ekonomik faaliyetler arasında ilişki kurar.
Coğrafya,12,12.2.1.9,Türkiye'deki ulaşım sisteminin gelişim sürecini açıklar.
Coğrafya,12,12.2.1.10,Dünya ticaret merkezleri ve ağlarını küresel ekonomideki yerleri açısından analiz eder.
Coğrafya,12,12.2.1.11,Türkiye'deki ticaret merkezlerinin ticarete konu olan ürünlere ve akış yönlerine etkilerini açıklar.
Coğrafya,12,12.2.1.12,Tarihî ticaret yollarını Türkiye'nin konumu açısından değerlendirir.
Coğrafya,12,12.2.1.13,Türkiye'nin dış ticaretini ve dünya pazarlarındaki yerini ticarete konu olan ürünler açısından analiz eder.
Coğrafya,12,12.2.1.14,Türkiye'deki doğal ve kültürel sembollerin mekânla ilişkisini açıklar.
Coğrafya,12,12.2.1.15,Türkiye'nin turizm potansiyelini ve varlıklarını açıklar.
Coğrafya,12,12.2.1.16,"Türkiye'nin turizm politikalarını çevresel, kültürel ve ekonomik etkileri açısından değerlendirir."
Coğrafya,12,12.2.1.17,Turizmin Türkiye ekonomisindeki yerini değerlendirir.
Coğrafya,12,12.3,KÜRESEL ORTAM: BÖLGELER VE ÜLKELER
Coğrafya,12,12.3.1,Küresel Ortam: Bölgeler ve Ülkeler
Coğrafya,12,12.3.1.1,Kıtaların ve okyanusların konumsal önemindeki değişimi örneklerle açıklar.
Coğrafya,12,12.3.1.2,Ülkelerin konumunun bölgesel ve küresel etkilerini değerlendirir.
Coğrafya,12,12.3.1.3,Tarihsel süreçte Türkiye'nin jeopolitik konumunu değerlendirir.
Coğrafya,12,12.3.1.4,Türkiye'nin içinde yer aldığı jeopolitik bölgelerle olan ilişkisini açıklar.
Coğrafya,12,12.3.1.5,Türk kültür bölgeleri ile ülkemiz arasındaki tarihî ve kültürel bağları açıklar.
Coğrafya,12,12.3.1.6,"Teknolojik gelişmelerin, bölgeler ve ülkeler arası kültürel ve ekonomik etkileşimdeki rolünü açıklar."
Coğrafya,12,12.3.1.7,Ülkelerin gelişmişlik seviyelerinin belirlenmesinde etkili olan faktörleri açıklar.
Coğrafya,12,12.3.1.8,Gelişmiş ve gelişmekte olan ülkelerin ekonomik özelliklerini karşılaştırır.
Coğrafya,12,12.3.1.9,Ülkelerin bölgesel ve küresel ilişkilerini doğal kaynak potansiyeli açısından değerlendirir.
Coğrafya,12,12.3.1.10,Dünyadaki başlıca enerji nakil hatlarının bölge ve ülkelere etkisini açıklar.
